
    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"TABLE 1",	"GEO",	"Table 1 in the paper provides the number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.",	1
1,	"NEGATIVE EXAMPLES",	"CONCEPT",	"Negative examples are discussed in the paper as significantly outnumbering positive ones, causing a severe data imbalance issue.",	0
2,	"POSITIVE EXAMPLES",	"CONCEPT",	"Positive examples are discussed in the context of data imbalance, where they are significantly outnumbered by negative examples.",	0
3,	"IMAGE_1",	"ORI_IMG",	"The image is a table labeled 'Table 1: Number of positive and negative examples and their ratios for different data-imbalanced NLP tasks.' The table is structured with four main columns: Task, # neg, # pos, and ratio. Each row represents a different NLP task and contains the following values: \n- For CoNLL03 NER, the number of negative examples (# neg) is 170K, the number of positive examples (# pos) is 34K, and the ratio is 4.98. \n- For OntoNotes5.0 NER, the number of negative examples (# neg) is 1.96M, the number of positive examples (# pos) is 239K, and the ratio is 8.18. \n- For SQuAD 1.1 (Rajpurkar et al., 2016), the number of negative examples (# neg) is 10.3M, the number of positive examples (# pos) is 175K, and the ratio is 55.9. \n- For SQuAD 2.0 (Rajpurkar et al., 2018), the number of negative examples (# neg) is 15.4M, the number of positive examples (# pos) is 188K, and the ratio is 82.0. \n- For QUOREF (Dasigi et al., 2019), the number of negative examples (# neg) is 6.52M, the number of positive examples (# pos) is 38.6K, and the ratio is 169. \nThe table highlights the significant data imbalance in these NLP tasks, with the number of negative examples far exceeding the number of positive examples.",	6
4,	"DATA IMBALANCE",	"CONCEPT",	"Data imbalance is a central issue in the paper, referring to the problem of negative examples significantly outnumbering positive ones in NLP tasks.",	0
5,	"QUOREF",	"EVENT",	"Quoref is a QA dataset that tests the coreferential reasoning capability of reading comprehension systems."<SEP>"Quoref is a dataset used for machine reading comprehension tasks."<SEP>"Quoref is a dataset used in the task of question answering, mentioned in the context of evaluating model performance.",	4
6,	"+POSITIVE & NEGATIVE",	"EVENT",	"The performance metric of the BERT model after adding both positive and negative examples to the training dataset. Positive and negative augmentation refers to the process of augmenting the original training data with additional positive and negative examples while maintaining the same data distribution.",	5
7,	"-NEGATIVE",	"EVENT",	"The performance metric of the BERT model after removing negative examples from the training dataset. Negative downsampling is the process of reducing the number of negative examples to balance the training set.",	5
8,	"ENGLISH QUOREF",	"GEO",	"QuoRef MRC is an English dataset used for experiments to test the effect of hyperparameters in Tversky Index. The table contains performance metrics for the English QuoRef dataset.",	3
9,	"+POSITIVE",	"EVENT",	"The performance metric of the BERT model after adding positive examples to the training dataset. Positive augmentation refers to the process of creating a balanced dataset by adding positive examples to the original set.",	6
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
1,	"false negatives (FNs) and is thus more immune to data-imbalanced datasets. Tversky index extends dice loss by using a weight that trades precision and recall, which can be thought as the approximation of the $F_{\beta}$ score, and thus comes with more flexibility. Therefore, we use dice loss or Tversky index to replace CE loss to address the first issue.  

Only using dice loss or Tversky index is not enough since they are unable to address the dominating influence of easy-negative examples. This is intrinsically because dice loss is actually a soft version of the F1 score. Taking the binary classification task as an example, at test time, an example will be classified as negative as long as its probability is smaller than 0.5, but training will push the value to 0 as much as possible. This gap isn’t a big issue for balanced datasets, but is extremely detrimental if a big proportion of training examples are easynegative ones: easy-negative examples can easily dominate training since their probabilities can be pushed to 0 fairly easily. Meanwhile, the model can hardly distinguish between hard-negative examples and positive ones. Inspired by the idea of focal loss (Lin et al., 2017) in computer vision, we propose a dynamic weight adjusting strategy, which associates each training example with a weight in proportion to $(1-p)$ , and this weight dynamically changes as training proceeds. This strategy helps deemphasize confident examples during training as their probability $p$ approaches 1, making the model attentive to hard-negative examples, and thus alleviates the dominating effect of easy-negative examples. Combing both strategies, we observe significant performance boosts on a wide range of data imbalanced NLP tasks.  

The rest of this paper is organized as follows: related work is presented in Section 2. We describe different proposed losses in Section 3. Experimental results are presented in Section 4. We perform ablation studies in Section 5, followed by a brief conclusion in Section 6.  

# 2 Related Work  

# 2.1 Data Resampling  

The idea of weighting training examples has a long history. Importance sampling (Kahn and Marshall, 1953) assigns weights to different samples and changes the data distribution. Boosting algorithms such as AdaBoost (Kanduri et al., 2018) select harder examples to train subsequent classifiers. Similarly, hard example mining (Malisiewicz et al., 2011) downsamples the majority class and exploits the most difficult examples. Oversampling (Chen et al., 2010; Chawla et al., 2002) is used to balance the data distribution. Another line of data resampling is to dynamically control the weights of examples as training proceeds. For example, focal loss (Lin et al., 2017) used a soft weighting scheme that emphasizes harder examples during training. In self-paced learning (Kumar et al., 2010), example weights are obtained through optimizing the weighted training loss which encourages learning easier examples first. At each training step, selfpaced learning algorithm optimizes model parameters and example weights jointly. Other works (Chang et al., 2017; Katharopoulos and Fleuret, 2018) adjusted the weights of different training examples based on training loss. Besides, recent work (Jiang et al., 2017; Fan et al., 2018) proposed to learn a separate network to predict sample weights.  

# 2.2 Data Imbalance Issue in Computer Vision  

The background-object label imbalance issue is severe and thus well studied in the field of object detection (Li et al., 2015; Girshick, 2015; He et al., 2015; Girshick et al., 2013; Ren et al., 2015). The idea of hard negative mining (HNM) (Girshick et al., 2013) has gained much attention recently. Pang et al. (2019) proposed a novel method called IoU-balanced sampling and Chen et al. (2019) designed a ranking model to replace the conventional classification task with an average-precision loss to alleviate the class imbalance issue. The efforts made on object detection have greatly inspired us to solve the data imbalance issue in NLP.  

Sudre et al. (2017) addressed the severe class imbalance issue for the image segmentation task. They proposed to use the class re-balancing property of the Generalized Dice Loss as the training objective for unbalanced tasks. Shen et al. (2018) investigated the influence of Dice-based loss for multi-class organ segmentation using a dataset of abdominal CT volumes. Kodym et al. (2018) proposed to use the batch soft Dice loss function to train the CNN network for the task of segmentation of organs at risk (OAR) of medical images. Shamir et al. (2019) extended the definition of the classical Dice coefficient to facilitate the direct comparison of a ground truth binary image with a probabilistic map. In this paper, we introduce dice loss into NLP tasks as the training objective and propose a dynamic weight adjusting strategy to address the dominating influence of easy-negative examples.  

# 3 Losses  

# 3.1 Notation  

For illustration purposes, we use the binary classification task to demonstrate how different losses work. The mechanism can be easily extended to multi-class classification. Let $X$ denote a set of training instances and each instance $x_{i}\in X$ is associated with a golden binary label $y_{i}=\left[y_{i0},y_{i1}\right]$ denoting the ground-truth class $x_{i}$ belongs to, and $p_{i}\,=\,[p_{i0},p_{i1}]$ is the predicted probabilities of the two classes respectively, where $y_{i0},y_{i"
2,	"a question and the passage. We followed the standard protocols in Seo et al. (2016), in which the start and end indexes of answer are predicted. We report Extract Match (EM) as well as F1 score on validation set. We use three datasets on this task: SQuAD v1.1, SQuAD v2.0 (Rajpurkar et al., 2016, 2018) and Quoref (Dasigi et al., 2019).  

Baselines We used the following baselines:  

QANet: Yu et al. (2018b) builds a model based on convolutions and self-attentions. Convolutions are used to model local interactions and self-attention are used to model global interactions.   
BERT: Devlin et al. (2018) scores each candidate span and the maximum scoring span is used as a prediction.   
XLNet: Yang et al. (2019) proposes a generalized autoregressive pretraining method that  

  

Table 6: Experimental results for MRC task.   

  
Table 7: Experimental results for PI task.  

enables learning bidirectional contexts.  

Results Table 6 shows the experimental results for MRC task. With either BERT or XLNet, our proposed DSC loss obtains significant performance boost on both EM and F1. For SQuADv1.1, our proposed method outperforms XLNet by $+1.25$ in terms of F1 score and $+0.84$ in terms of EM. For SQuAD v2.0, the proposed method achieves 87.65 on EM and 89.51 on F1. On QuoRef, the proposed method surpasses XLNet by $+1.46$ on EM and $+1.41$ on F1.  

# 4.4 Paraphrase Identification  

Settings Paraphrase identification (PI) is the task of identifying whether two sentences have the same meaning or not. We conduct experiments on the two widely-used datasets: MRPC (Dolan and Brockett, 2005) and QQP. F1 score is reported for comparison. We use BERT (Devlin et al., 2018) and XLNet (Yang et al., 2019) as baselines.  

Results Table 7 shows the results. We find that replacing the training objective with DSC introduces performance boost for both settings, $+0.58$ for MRPC and $+0.73$ for QQP.  

# 5 Ablation Studies  

# 5.1 Datasets imbalanced to different extents  

It is interesting to see how differently the proposed objectives affect datasets imbalanced to different extents. We use the paraphrase identification dataset QQP ( $37\%$ positive and $63\%$ negative) for studies. To construct datasets with different imbalance degrees, we used the original QQP dataset to construct synthetic training sets with different positive-negative ratios. Models are trained on these different synthetic sets and then test on the same original test set.  

Original training set (original) The original dataset with 363,871 examples, with $37\%$ being positive and $63\%$ being negative Positive augmentation ( $\downarrow$ positive) We created a balanced dataset by adding positive examples. We first randomly chose positive training examples in the original training set as templates. Then we used Spacy to retrieve entity mentions and replace them with new ones by linking mentions to their corresponding entities in DBpedia. The augmented set contains 458,477 examples, with $50\%$ being positive and $50\%$ being negative. Negative augmentation ( $\mp$ negative) We created a more imbalanced dataset. The size of the newly constructed training set and the data augmented technique are exactly the same as +negative, except that we chose negative training examples as templates. The augmented training set contains 458,477 examples, with $21\%$ being positive and $79\%$ being negative.  

  

# Negative downsampling (- negative)  

We down-sampled negative examples in the original training set to get a balanced training set. The down-sampled set contains 269,165 examples, with $50\%$ being positive and $50\%$ being negative. Positive and negative augmentation ( $\mathbf{\Psi}+$ positive $\pmb{\&}$ +negative) We augmented the original training data with additional positive and negative examples with the data distribution staying the same. The augmented dataset contains 458,477 examples, with $50\%$ being positive and $50\%$ being negative.  

Table 8: The effect of different data augmentation ways for QQP in terms of F1-score.   

  

Results are shown in Table 8. We first look at the first line, with all results obtained using the MLE objective. We can see that $^+$ positive outperforms original, and +negative underperforms original. This is in line with our expectation since $^+$ positive creates a balanced dataset while +negative creates a more imbalanced dataset. Despite the fact that -negative creates a balanced dataset, the number of training data decreases, resulting in inferior performances.  

DSC achieves the highest F1 score across all datasets. Specially, for $^+$ positive, DSC achieves minor improvements $\left(+0.05\,\mathrm{F}1\right)$ ) over DL. In contrast, it significantly outperforms DL for +negative dataset. This is in line with our expectation since DSC helps more on more imbalanced datasets. The performance of FL and DL are not consistent across different datasets, while DSC consistently performs the best on all datasets.  

# 5.2 Dice loss for accuracy-oriented tasks?  

We argue that the cross-entropy objective is actually accuracy-oriented, whereas the"
    ```
    
The performance of BERT+DL on SST-5 is compared to BERT+DSC in the provided data. According to IMAGE_11, BERT+DL has an accuracy of 54.63% on SST-5, while BERT+DSC has an accuracy of 55.19% on the same dataset. Therefore, BERT+DSC outperforms BERT+DL with a higher accuracy on the SST-5 dataset.
mm_response:
['The performance of BERT+DL on SST-5 is 54.63% in terms of accuracy, while that of BERT+DSC is 55.19%. Therefore, BERT+DSC performs slightly better than BERT+DL on the SST-5 dataset.']
merged_mm_response:
After analyzing the responses, I can see that there is only one response provided. This response states that the performance of BERT+DL on SST-5 is 54.63% in terms of accuracy, while that of BERT+DSC is 55.19%. Therefore, BERT+DSC performs slightly better than BERT+DL on the SST-5 dataset.

Since there are no contradictions, repetitions, or inconsistencies among the responses, I can confidently determine that this response best aligns with the user query based on the provided information.

Unified answer: The performance of BERT+DL on SST-5 is 54.63% in terms of accuracy, while that of BERT+DSC is 55.19%. Therefore, BERT+DSC performs slightly better than BERT+DL on the SST-5 dataset.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"BERT-MRC+DSC",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.41, recall of 93.25, and F1 score of 93.33, showing the highest improvement of +0.29 over BERT-MRC.",	7
1,	"Table 6: Experimental results for MRC task.",	"IMG_ENTITY",	"A table comparing the performance of different models on two datasets, MRPC and QQP, using the F1 score metric. The table includes variations of BERT and XLNet models with additional techniques (FL, DL, DSC) applied to them.",	1
2,	"BERT-MRC+DL",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.22, recall of 93.12, and F1 score of 93.17, showing an improvement of +0.12 over BERT-MRC.",	4
3,	"BERT-MRC+FL",	"ORGANIZATION",	"An enhanced version of BERT-MRC with a precision of 93.13, recall of 93.09, and F1 score of 93.11, showing an improvement of +0.06 over BERT-MRC.",	4
4,	"BERT+DSC",	"ORGANIZATION",	"BERT+DSC is an enhanced version of BERT-Tagger with dynamic sampling consistency, which is a method to address data imbalance by changing the data distribution during training, either through weighting factors or resampling the datasets.",	16
5,	"IMAGE_9",	"ORI_IMG",	"The image is a table labeled 'Table 6: Experimental results for MRC task.' The table compares the performance of different models on two datasets, MRPC and QQP, using the F1 score metric. The rows represent different models and their variations, while the columns show the F1 scores for each dataset. The models listed are BERT (Devlin et al., 2018), BERT+FL, BERT+DL, BERT+DSC, XLNet (Yang et al., 2019), XLNet+FL, XLNet+DL, and XLNet+DSC. For the MRPC dataset, the F1 scores are as follows: BERT has an F1 score of 88.0, BERT+FL has 88.43 (+0.43), BERT+DL has 88.71 (+0.71), and BERT+DSC has 88.92 (+0.92). For the QQP dataset, the F1 scores are: BERT has an F1 score of 91.3, BERT+FL has 91.86 (+0.56), BERT+DL has 91.92 (+0.62), and BERT+DSC has 92.11 (+0.81). For XLNet, the F1 scores are: XLNet has an F1 score of 89.2 for MRPC and 91.8 for QQP, XLNet+FL has 89.25 (+0.05) for MRPC and 92.31 (+0.51) for QQP, XLNet+DL has 89.33 (+0.13) for MRPC and 92.39 (+0.59) for QQP, and XLNet+DSC has 89.78 (+0.58) for MRPC and 92.60 (+0.79) for QQP. The table highlights the performance improvements when additional techniques (FL, DL, DSC) are applied to both BERT and XLNet.",	9
6,	"IMAGE_5",	"ORI_IMG",	"The image is a table labeled 'English CoNLL 2003' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are ELMo (Peters et al., 2018), CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision, recall, and F1 scores are provided for each model. Notably, BERT-MRC+DSC achieves the highest F1 score of 93.33, which is an improvement of +0.29 over BERT-MRC. The table highlights the superior performance of the DSC loss in enhancing the F1 score compared to other losses.",	9
7,	"IMAGE_6",	"ORI_IMG",	"The image is a table labeled 'English OntoNotes 5.0' that provides performance metrics for various models on the named entity recognition (NER) task. The table is structured with four main columns: Model, Precision (Prec.), Recall (Rec.), and F1 score. Each row represents a different model and its corresponding performance metrics. The models listed are CVT (Clark et al., 2018), BERT-Tagger (Devlin et al., 2018), BERT-MRC (Li et al., 2019), BERT-MRC+FL, BERT-MRC+DL, and BERT-MRC+DSC. The precision values range from 90.01 to 92.70, the recall values range from 88.35 to 92.56, and the F1 scores range from 88.8 to 92.07. Notably, BERT-MRC+DSC achieves the highest F1 score of 92.07, which is an improvement of +0.96 over BERT-MRC.",	8
8,	"BERT-MRC (LI ET AL., 2019)",	"ORGANIZATION",	"A model developed by Li et al. in 2019, achieving a precision of 92.98, recall of 89.95, and an F1 score of 91.11 on the English OntoNotes 5.0 dataset.",	2
9,	"IMAGE_8",	"ORI_IMG",	"The image is a table that presents the experimental results for the machine reading comprehension (MRC) task using different models and datasets. The table is divided into rows and columns. The rows represent different models: QANet, BERT, BERT+FL, BERT+DL, BERT+DSC, XLNet, XLNet+FL, XLNet+DL, and XLNet+DSC. The columns are labeled with the datasets SQuAD v1.1, SQuAD v2.0, and QuoRef, each further divided into EM (Exact Match) and F1 scores. For example, QANet scores 73.6 on EM and 82.7 on F1 for SQuAD v1.1, while BERT scores 84.1 on EM and 90.9 on F1 for the same dataset. The table also shows the performance improvements of the proposed methods over the baseline models. For instance, BERT+DSC achieves 85.34 on EM and 91.97 on F1 for SQuAD v1.1, which is an improvement of +1.24 and +1.07 respectively over BERT. Similarly, XLNet+DSC achieves 89.79 on EM and 95.77 on F1 for SQuAD v1.1, which is an improvement of +0.84 and +1.25 respectively over XLNet. The table highlights the significant performance boost obtained by the proposed DSC loss method on both EM and F1 scores across all datasets.",	10
    ```
    -----Relationships-----
    ```csv
    "id",	"source",	"target",	"description",	"weight",	"rank"
0,	"BERT+CE",	"BERT+DSC",	"BERT+DSC achieves the highest EM and F1 scores among all BERT-based models on SQuAD v1.1 and QuoRef.",	9.0,	37
1,	"BERT+CE",	"IMAGE_8",	"BERT是从image_8中提取的实体。",	10.0,	31
2,	"BERT+CE",	"IMAGE_9",	"BERT (Devlin et al., 2018)是从image_9中提取的实体。",	10.0,	30
3,	"BERT+DSC",	"CTB5",	"The performance of BERT+DSC was evaluated on CTB5.",	8.0,	29
4,	"BERT+DSC",	"IMAGE_3",	"BERT+DSC是从image_3中提取的实体。",	10.0,	27
5,	"BERT+DSC",	"CTB6",	"The performance of BERT+DSC was evaluated on CTB6.",	8.0,	27
6,	"BERT+DSC",	"IMAGE_8",	"BERT+DSC是从image_8中提取的实体。",	10.0,	26
7,	"BERT+DSC",	"IMAGE_10",	"BERT+DSC是从image_10中提取的实体。",	10.0,	26
8,	"BERT+DL",	"IMAGE_8",	"BERT+DL是从image_8中提取的实体。",	10.0,	26
9,	"BERT+DSC",	"UD1.4",	"The performance of BERT+DSC was evaluated on UD1.4.",	8.0,	26
10,	"BERT+FL",	"IMAGE_8",	"BERT+FL是从image_8中提取的实体。",	10.0,	25
11,	"BERT+DSC",	"IMAGE_9",	"BERT+DSC是从image_9中提取的实体。",	10.0,	25
12,	"BERT+DL",	"IMAGE_9",	"BERT+DL是从image_9中提取的实体。",	10.0,	25
13,	"BERT+FL",	"IMAGE_9",	"BERT+FL是从image_9中提取的实体。",	10.0,	24
14,	"BERT+DSC",	"IMAGE_11",	"BERT+DSC是从image_11中提取的实体。",	10.0,	23
15,	"BERT+DSC",	"ORIGINAL",	"BERT+DSC outperforms the original BERT by 0.81 points, scoring 92.11.",	8.0,	22
16,	"+POSITIVE",	"BERT+DSC",	"Positive examples further enhance BERT+DSC's performance to 92.92, showing a clear benefit.",	7.0,	22
17,	"+POSITIVE & NEGATIVE",	"BERT+DSC",	"Combining positive and negative examples achieves the best performance for BERT+DSC at 93.63.",	9.0,	21
18,	"-NEGATIVE",	"BERT+DSC",	"Removing negative examples improves BERT+DSC's performance to 90.80.",	7.0,	21
19,	"+NEGATIVE",	"BERT+DSC",	"Negative examples lead to a slight decrease in BERT+DSC's performance, reducing it to 90.78.",	6.0,	21
20,	"BERT+DSC",	"SST-5",	"The BERT+DSC model was tested on the SST-5 dataset.",	9.0,	20
21,	"BERT+DSC",	"SST-2",	"The BERT+DSC model was tested on the SST-2 dataset.",	9.0,	20
22,	"BERT-TAGGER (DEVLIN ET AL., 2018)",	"IMAGE_6",	"BERT-Tagger (Devlin et al., 2018)是从image_6中提取的实体。",	10.0,	17
23,	"IMAGE_8",	"XLNet",	"XLNet是从image_8中提取的实体。",	10.0,	17
24,	"ENGLISH CONLL 2003",	"IMAGE_5",	"English CoNLL 2003是从image_5中提取的实体。",	10.0,	17
25,	"BERT-MRC+DSC",	"IMAGE_5",	"BERT-MRC+DSC是从image_5中提取的实体。",	10.0,	16
26,	"ENGLISH ONTONOTES 5.0",	"IMAGE_6",	"English OntoNotes 5.0是从image_6中提取的实体。",	10.0,	15
27,	"BERT-MRC+DSC",	"IMAGE_6",	"BERT-MRC+DSC是从image_6中提取的实体。",	10.0,	15
28,	"BERT-MRC+DSC",	"ENGLISH CONLL 2003",	"BERT-MRC+DSC was evaluated in the English CoNLL 2003 event.",	8.0,	15
29,	"BERT-MRC+DSC",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DSC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	14
30,	"BERT-MRC+DL",	"IMAGE_5",	"BERT-MRC+DL是从image_5中提取的实体。",	10.0,	13
31,	"IMAGE_8",	"MRC TASK",	"IMAGE_8" is the image of "MRC TASK".",	10.0,	13
32,	"IMAGE_8",	"XLNET+DSC",	"XLNet+DSC是从image_8中提取的实体。",	10.0,	13
33,	"IMAGE_8",	"XLNET+FL",	"XLNet+FL是从image_8中提取的实体。",	10.0,	13
34,	"BERT-MRC+FL",	"IMAGE_5",	"BERT-MRC+FL是从image_5中提取的实体。",	10.0,	13
35,	"IMAGE_8",	"XLNET+DL",	"XLNet+DL是从image_8中提取的实体。",	10.0,	13
36,	"BERT-MRC+FL",	"IMAGE_6",	"BERT-MRC+FL是从image_6中提取的实体。",	10.0,	12
37,	"IMAGE_9",	"XLNET+DL",	"XLNet+DL是从image_9中提取的实体。",	10.0,	12
38,	"IMAGE_9",	"XLNET+DSC",	"XLNet+DSC是从image_9中提取的实体。",	10.0,	12
39,	"IMAGE_9",	"XLNET+FL",	"XLNet+FL是从image_9中提取的实体。",	10.0,	12
40,	"BERT-MRC+DL",	"IMAGE_6",	"BERT-MRC+DL是从image_6中提取的实体。",	10.0,	12
41,	"IMAGE_8",	"QANET",	"QANet是从image_8中提取的实体。",	10.0,	12
42,	"BERT-MRC+DL",	"ENGLISH CONLL 2003",	"BERT-MRC+DL was evaluated in the English CoNLL 2003 event.",	8.0,	12
43,	"BERT-MRC+FL",	"ENGLISH CONLL 2003",	"BERT-MRC+FL was evaluated in the English CoNLL 2003 event.",	8.0,	12
44,	"CVT(CLARK ET AL., 2018)",	"IMAGE_5",	"CVT(Clark et al., 2018)是从image_5中提取的实体。",	10.0,	11
45,	"ELMO(PETERS ET AL., 2018)",	"IMAGE_5",	"ELMo(Peters et al., 2018)是从image_5中提取的实体。",	10.0,	11
46,	"BERT-MRC(LI ET AL., 2019)",	"IMAGE_5",	"BERT-MRC(Li et al., 2019)是从image_5中提取的实体。",	10.0,	11
47,	"IMAGE_5",	"TABLE 5",	"IMAGE_5" is the image of "TABLE 5".",	10.0,	11
48,	"BERT-MRC+DSC",	"IMAGE_7",	"BERT-MRC+DSC是从image_7中提取的实体。",	10.0,	11
49,	"BERT-TAGGER (Devlin et al., 2018)",	"IMAGE_5",	"BERT-Tagger(Devlin et al., 2018)是从image_5中提取的实体。",	10.0,	11
50,	"BERT-MRC+FL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+FL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
51,	"BERT-MRC+DL",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC+DL model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	11
52,	"IMAGE_6",	"TABLE 3",	"IMAGE_6" is the image of "TABLE 3".",	10.0,	10
53,	"IMAGE_9",	"Table 6: Experimental results for MRC task.",	"IMAGE_9" is the image of Table 6: Experimental results for MRC task..",	10.0,	10
54,	"CVT (CLARK ET AL., 2018)",	"IMAGE_6",	"CVT (Clark et al., 2018)是从image_6中提取的实体。",	10.0,	10
55,	"IMAGE_9",	"XLNET (YANG ET AL., 2019)",	"XLNet (Yang et al., 2019)是从image_9中提取的实体。",	10.0,	10
56,	"BERT-MRC (LI ET AL., 2019)",	"IMAGE_6",	"BERT-MRC (Li et al., 2019)是从image_6中提取的实体。",	10.0,	10
57,	"BERT-MRC+DSC",	"CHINESE ONTONOTES 4.0",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
58,	"BERT-MRC+DSC",	"CHINESE MSRA",	"The model is evaluated on this dataset and achieves the highest F1 score.",	9.0,	9
59,	"BERT-MRC (LI ET AL., 2019)",	"ENGLISH ONTONOTES 5.0",	"The BERT-MRC model was evaluated on the English OntoNotes 5.0 dataset.",	8.0,	9
    ```
    -----Sources-----
    ```csv
    "id",	"content"
    ```
    
BERT+DSC achieved a performance boost on the MRPC dataset. According to the data:

(1) BERT, the base model, had an F1 score of 88.0 on MRPC.
(2) BERT+DSC improved upon the base model, achieving an F1 score of 88.92 on MRPC.
(3) The improvement of BERT+DSC over BERT is +0.92 in F1 score for the MRPC dataset.
mm_response:
['BERT+DSC achieved an F1 score of 88.92 for the MRPC dataset, which is an improvement of +0.92 over the baseline BERT model.', 'For the MRPC dataset, BERT+DSC achieved an F1 score of 88.92, which is an improvement of +0.92 over the baseline BERT model with an F1 score of 88.0.', 'For the MRPC dataset, BERT+DSC achieved an F1 score of 88.92, which is an improvement of +0.92 over the baseline BERT model that had an F1 score of 88.0.']
merged_mm_response:
The performance boost that BERT+DSC achieved for the MRPC dataset is an improvement of +0.92 in the F1 score over the baseline BERT model.

    -----Entities-----
    ```csv
    "id",	"entity",	"type",	"description",	"rank"
0,	"CVT (CLARK ET AL., 2018)",	"ORGANIZATION",	"A model developed by Clark et al. in 2018, achieving an F1 score of 88.8 on the English OntoNotes 5.0 dataset.",	2
1,	"ENGLISH WSJ",	"EVENT",	"ENGLISH WSJ is a dataset used for evaluating the performance of different models in terms of precision, recall, and F1 score. Wall Street Journal is an English dataset used for part-of-speech tagging experiments.",	6
2,	"F1",	"UNKNOWN",	"The F1 score is used to measure the performance of models, and Eq.5 is a soft form of F1 using a continuous probability p.",	1
3,	"F1 SCORE",	"CONCEPT",	"F1 score is a measure of a model's accuracy, specifically the weighted average of precision and recall."<SEP>"F1 score is a measure that is more concerned with positive examples and is used to evaluate the performance of models in the paper."<SEP>"F1 score is a metric used to evaluate machine reading comprehension tasks."<SEP>"F1 score is used as a performance metric, with the proposed loss function aiming to bridge the gap between training objectives and F1 score.",	2
4,	"ELMO(PETERS ET AL., 2018)",	"ORGANIZATION",	"A model developed by Peters et al. in 2018 with an F1 score of 92.22.",	2
5,	"IMAGE_4",	"ORI_IMG",	"The image is a table labeled 'Table 4: Experimental results for English POS datasets.' The table is divided into two main sections, each representing different datasets: English WSJ and English Tweets. Each section contains rows corresponding to different models and their performance metrics. For the English WSJ dataset, the columns are 'Model,' 'Prec.', 'Rec.', and 'F1.' The models listed include Meta BiLSTM, BERT-Tagger, BERT-Tagger+FL, BERT-Tagger+DL, and BERT-Tagger+DSC. The precision (Prec.), recall (Rec.), and F1 scores are provided for each model. For example, BERT-Tagger has a precision of 99.21, recall of 98.36, and an F1 score of 98.86. The best-performing model in this dataset is BERT-Tagger+DSC with a precision of 99.41, recall of 98.93, and an F1 score of 99.38. For the English Tweets dataset, the same structure is followed. The models listed are FastText+CNN+CRF, BERT-Tagger, BERT-Tagger+FL, BERT-Tagger+DL, and BERT-Tagger+DSC. The precision, recall, and F1 scores are provided for each model. For example, BERT-Tagger has a precision of 92.33, recall of 91.98, and an F1 score of 92.34. The best-performing model in this dataset is BERT-Tagger+DSC with a precision of 92.87, recall of 93.54, and an F1 score of 92.58.",	9
6,	"IMAGE_8",	"ORI_IMG",	"The image is a table that presents the experimental results for the machine reading comprehension (MRC) task using different models and datasets. The table is divided into rows and columns. The rows represent different models: QANet, BERT, BERT+FL, BERT+DL, BERT+DSC, XLNet, XLNet+FL, XLNet+DL, and XLNet+DSC. The columns are labeled with the datasets SQuAD v1.1, SQuAD v2.0, and QuoRef, each further divided into EM (Exact Match) and F1 scores. For example, QANet scores 73.6 on EM and 82.7 on F1 for SQuAD v1.1, while BERT scores 84.1 on EM and 90.9 on F1 for the same dataset. The table also shows the performance improvements of the proposed methods over the baseline models. For instance, BERT+DSC achieves 85.34 on EM and 91.97 on F1 for SQuAD v1.1, which is an improvement of +1.24 and +1.07 respectively over BERT. Similarly, XLNet+DSC achieves 89.79 on EM and 95.77 on F1 for SQuAD v1.1, which is an improvement of +0.84 and +1.25 respectively over XLNet. The table highlights the significant performance boost obtained by the proposed DSC loss method on both EM and F1 scores across all datasets.",	10
7,	"BERT-MRC (LI ET AL., 2019)",	"ORGANIZATION",	"A model developed by Li et al. in 2019, achieving a precision of 92.98, recall of 89.95, and an F1 score of 91.11 on the English OntoNotes 5.0 dataset.",	2
8,	"CROSS-ENTROPY",	"CONCEPT",	"Cross-entropy is discussed as an accuracy-oriented objective, compared to the proposed losses which are soft versions of F1 score.",	0
